name,image,price,category
קופסת פלסטיק עגול שקוף,6923538205379.jpg,4,hadpaami
קוצץ ציפורניים L,[C16924141960017.jpg,4,hadpaami
קוקוטיים מנייר מאפינס חום/לבן 10X10,7290019673644.jpg,8,hadpaami
"קוקוס "" דשא """,7290014246638.jpg,16,hadpaami
קוקוס 200 גר' השף אלפרדו,7290010300570.jpg,12,hadpaami
"קוקוס ורוד "" פיות """,7290014246652.jpg,16,hadpaami
קוקטים לאפיה 50 יחי' OZ,835811001935.jpg,9,hadpaami
קוקטים לאפייה 50 יחי' 3OZ,835811001928.jpg,9,baking
קורנפלור 200 גר' השף אלפרדו קטן,7290001468692.jpg,8,hadpaami
קינוחית מרובע גבוה + מכסה,611108802283.jpg,8,hadpaami
קינוחית מתרחבת קטנה 50 יח,7290015922586.jpg,14,hadpaami
קישוט אקרילי חתן כלה זהב,6923538227685.jpg,14,birthday
קישוט עוגה כוכב כחול-לבן,7290020178909.jpg,13,birthday
קישוט עוגה עיגול צבעוני,7290020178800.jpg,13,birthday
קישוטי עוגה בצורות שונות MIX,7290016667776.jpg,12,birthday
"קלף פלסטיק 19 ס""מ",7290618288942.jpg,6,hadpaami
"קלף פלסטיק 25 ס""מ",7290618288959.jpg,10,hadpaami
קמח תפוחי אדמה 500 גר' השף אלפרדו,7290001468753.jpg,10,hadpaami
קנקן תה קלאסי 1500,7290116788784.jpg,42,hadpaami
קסרול 7OZ אר' 8 לבן/שקוף/שחור/ורוד,7290019673613.jpg,8,hadpaami
קסרול סוהו קרם 6 יחי',7290110289188.jpg,7,hadpaami
קסרול פנינה פס זהב 10 יחי',7290019858232.jpg,10,hadpaami
קסרול ריינבו שחור אר' 20,7290018509241.jpg,3,hadpaami
קסרול שוהם ורוד עם כסף אר'10,7290119969630.jpg,8,hadpaami
קסרול שוהם כחול שמיים פס כסף אר'10,7290122562149.jpg,8,hadpaami
קסרול שקוף 10oz,835811007616.jpg,12,hadpaami
קסרול שקוף 25 יח,7290003679911.jpg,7,hadpaami
קסרול שקוף נצנץ זהב 15 יחי',835811007623.jpg,12,hadpaami
קערה אקרילית דקורטיבית עגולה + מ כסף,7290119968701.jpg,25,baking
קערה בינונית שקופה 10יחי',729000367904.jpg,10,baking
קערה כ 32 ס''מ,7290110282165.jpg,15,baking
"קערה עגולה 24 ס""מ קונוסית",7290013757593.jpg,7,baking
"קערה פלסטיק על רגל כ 22 ס""מ",6923538204105.jpg,16,baking
"קערה קוטר 20 ס""מ",7290110282189.jpg,7,baking
"קערות אקריליק איכותית + מכסה 20*10 ס""מ",7290118435952.jpg,16,hadpaami
קערות הגשה שקוף,7290019039167.jpg,8,hadpaami
"קערות קראפט מלבניות + מכסה כ1000 מ""ל",7290119962631.jpg,12,hadpaami
"קערות קראפט מרובעות + מכסה כ650 מ""ל",7290119962648.jpg,12,hadpaami
קעריות הגשה אובליות אלגנט,835811009146.jpg,12,hadpaami
קערית אובלי 125 יחי',7290112488718.jpg,20,hadpaami
קערת הגשה 15 BAMBOO,7290121390002.jpg,22,hadpaami
קערת הגשה 19 BAMBOO,7290121390019.jpg,40,hadpaami
"קערת נירוסטה 40 ס""מ",7759855538383.jpg,42,hadpaami
קערת סוהו לבן 3 יחי',7290115955576.jpg,8,hadpaami
קערת סוהו נצנצים זהב 3 יחי',7290115955583.jpg,10,hadpaami
קערת סוהו קרם 10 יחי',7290110289195.jpg,8,hadpaami
קערת פלסטיק עם קשית סטיץ פסטלי,7290121801119.jpg,8,hadpaami
קערת קלקר ארוז 20 ( תמני ),7704258002966.jpg,13,hadpaami
קערת שף 12 שקופה,7290016480191.jpg,10,hadpaami
קפ' ל6 קאפקייקס פורים שמח,6923582440394.jpg,7,hadpaami
קפ' פי וי סי לעוגה +במה+סרט לבן,6923538241049.jpg,12,birthday
קפ' פלסטיק מרובעת,6923538235550.jpg,6,hadpaami
קפ' פלסטיק מרובעת,6923538235567.jpg,6,hadpaami
קפ' קרטון + חלון פורים שמח מסכה זהב מיטאלי,6923538240158.jpg,8,hadpaami
קפ' קרטון בצורת לב מכסה אקרילי אדום,6923538233747.jpg,42,hadpaami
קפ' קרטון בצורת תיק אדום,6923538229887.jpg,28,hadpaami
קפ' קרטון בצורת תיק אדום,6923538229917.jpg,18,hadpaami
קפ' קרטון בצורת תיק קרם משובץ טרפזי,6923538229979.jpg,8,hadpaami
קפ' קרטון מכסה פי וי סי מחולקת קראפט,6923538228255.jpg,10,hadpaami
קפ' קרטון עגול קרם משובץ,6923538229962.jpg,7,hadpaami
קפ' קרטון עגולה מכסה שקוף ורוד,6923538222864.jpg,11,hadpaami
קפ' קרטון עגולה מכסה שקוף זהב,6923538222871.jpg,12,hadpaami
קפ' קרטון קראפט מכסה פי וי סי מכסה,6923538215378.jpg,6,hadpaami
קפ' קרטון תיק עגול קרם משובץ,6923538229948.jpg,10,hadpaami
"קפה שחור טורקי מוסדי 1 ק""ג",7290008751902.jpg,60,hadpaami
קקאו בשקית 150 גר' השף אלפרדו קטן,7290013381682.jpg,12,cleaning
קקאו נאמן 500 גר' השף אלפרדו גדול,7290013381699.jpg,27,hadpaami
"קקוס ""ים שמיים """,7290014246621.jpg,16,hadpaami
קרחונים 12 יחי',7290001670668.jpg,6,hadpaami
קרם בייגלה 500 גר' חלבי,0693493066419.jpg,41,hadpaami
קרם מרשמלו 500 גר' חלבי,0693493056663.jpg,45,hadpaami
קרם נוצ'טלו פרווה 300 גר',0731851588446.jpg,24,hadpaami
קרם נוצ'יטלו (קינדר) 500 גר' פרווה,0693493056298.jpg,45,hadpaami
קרם פטיסייר 500 גר' פרווה,0693493056144.jpg,25,hadpaami
קרם פיסטוק 500 גר'  פרימיום פרווה,0693493067591.jpg,37,hadpaami
קרם פיסטוק 500 גר' חלבי,0693493056403.jpg,45,hadpaami
קרם פיצפוצי רושה חלבי (פררו רושה)500גר',0693493055888.jpg,41,hadpaami
"קרם קוקוס פחית 400 מ""ל ( ורוד )",7290011695446.jpg,10,cleaning
קרם קראנץ פיסטוק 500 גר',0693634424177.jpg,48,hadpaami
קרם קראנץ' בואנו500 גר' חלבי,0693493056373.jpg,41,hadpaami
קרם קרמל 500 גר' פרווה,0693493056137.jpg,30,hadpaami
קרם שוקולד לבן (חלב לבן)500 גר' חלבי,0693493056380.jpg,33,baking
קרם שוקולד לשמרים וקרנצ'ים 500 גר' פרווה,0693493056151.jpg,25,baking
קרמה בואנה לאטה 500 גר' חלבי,0693493056281.jpg,41,hadpaami
קרמה בואנו לאטה 500 גר' חלבי,06934930562281.jpg,48,hadpaami
קרמה ביאנקה פרווה 300 גר',0731851588392.jpg,28,hadpaami
קרמה נוצ'יטלו {קינדר חום} 500 גר' חלבי,0693493056502.jpg,40,hadpaami
קרמה רפאלה (רפאלו) 500 גר' חלבי,0693493056328.jpg,48,hadpaami
קרמו ריאו 500 גר' חלבי,0693493056366.jpg,48,hadpaami
קרש חיתוך זכוכית מחוסם 20X30 דגם שפים,7290115776140.jpg,18,hadpaami
קרש חיתוך טיטניום בינוני 20*29,7102545380852.jpg,38,hadpaami
קרש חיתוך טיטניום גדול 25*36,7102545380869.jpg,60,hadpaami
קרש חיתוך מפלסטיק L:,7290118570912.jpg,22,hadpaami
קרש חיתוך מפלסטיק M,7290118570905.jpg,16,hadpaami
קשת בענן,7290013827340.jpg,28,hadpaami
רביעייה מברשות שיניים קשה,7290020178343.jpg,10,hadpaami
רביעיית מגש לבן פס זהב,7290016480108.jpg,10,hadpaami
רבעיית מגש שקוף 5X10.6,7290016480436.jpg,8,hadpaami
רבעיית סט תבלינים + מגש אקרילי,7290119963669.jpg,40,hadpaami
"רבעיית קערות נקודות 400 מ""ל",7290113926660.jpg,7,hadpaami
רדיד אלומיניום 30/60.9 16 מקרון,7290104856877.jpg,30,hadpaami
רדיד אלומיניום 45/41 18 מקרון,7290104856891.jpg,34,hadpaami
"רדיד אלומיניום חתוך 150 יחי' כשל""פ",7290122581821.jpg,22,hadpaami
"רדיד אלומיניום חתוך 150 יחי' כשל""פ",7290122561821.jpg,22,hadpaami
"רוטב נוצ'טלו חלבי 300 מ""ל",0693493067317.jpg,35,hadpaami
"רוטב פירות יער 300 מ""ל",0693493067430.jpg,30,hadpaami
רוטב קרמל מלוח 300 מ,0693634423583.jpg,30,hadpaami
רוטב רימונים מרוכז 680 גר' גדול,7290018517659.jpg,23,hadpaami
"רוטב שוקולד לבן חלבי 300 מ""ל",0693493067300.jpg,35,baking
רוטבית + מכסה 30CCאר' 50,9729000386396.jpg,8,hadpaami
רוטבית+מכסה 50CC  יחי'50,7290117761281.jpg,8,hadpaami
רויאל אייסינג אדום,7290016892574.jpg,17,hadpaami
רויאל אייסינג ורוד בייבי,7290016892581.jpg,16,hadpaami
רויאל אייסינג ירוק,7290016892628.jpg,16,hadpaami
רויאל אייסינג כתום,7290016892642.jpg,16,hadpaami
רויאל אייסינג לבן,7290016892659.jpg,16,hadpaami
רויאל אייסינג סגול,7290016892666.jpg,16,hadpaami
רויאל אייסינג צהוב,7290016892673.jpg,16,hadpaami
רויאל אייסינג שחור,7290016892680.jpg,16,hadpaami
רויאל אייסינג תכלת,7290016892635.jpg,16,hadpaami
רול איטלקי ארוך,7290013610447.jpg,22,hadpaami
ריבת חלב לחיץ 330 מל,7290020178701.jpg,23,hadpaami
ריבת חלב צנצנת 330 גר',7290001468159.jpg,18,hadpaami
ריבת תות שדה צנצנת 820 גר',7290001468883.jpg,22,hadpaami
"רינג מרובע מתכוונן 15-28 ס""מ ג8.5. ס""מ",7290018884720.jpg,32,hadpaami
"ריניג עגול מתכוונן 16-30 ס""מ ג. 10 ס""מ",7290618288997.jpg,43,hadpaami
ריצפז פנטזיה 3 ליטר,7290013269669.jpg,15,hadpaami
ריצפז שואב שוטף 1.5 ליטר,7290108358681.jpg,33,hadpaami
רצפז פ הום פיור לאב,7290108358667.jpg,26,hadpaami
רצפז פ.הום כותנה 2 ליטר,7290014397769.jpg,22,hadpaami
"רשת למנגל גדול 26*76 ס""מ",7290118434665.jpg,18,hadpaami
שבבי פייטה 250 גר',0693493065986.jpg,42,hadpaami
שברי עוגיות אוריאו 400 גר' פרווה,0693493066464.jpg,33,hadpaami
שברי עוגיות קרמל 400 גר' פרווה,0693493066471.jpg,33,hadpaami
שומשום 200 גר' השף אלפרדו,7290010300587.jpg,11,hadpaami
שומשום במיכל פיזור 260 גר,835811008279.jpg,20,hadpaami
שוקובום 700 גר' בשקית,7290019500513.jpg,15,cleaning
שיבולת שועל דקה בשקית 500 גר',7290010300518.jpg,11,cleaning
"שיפוד עץ יפני 15 ס""מ אר' 80 יחי'",7290016028614.jpg,7,hadpaami
"שיפודי במבוק 15 ס""מ יקיטורי 100 יחי'",835811002390.jpg,8,hadpaami
שלט גיימר,7290013827388.jpg,36,hadpaami
שלט יום הולדת,7290013827999.jpg,25,birthday
שלט מזל טוב,7290013827968.jpg,25,hadpaami
שלישיה כיף צבעוני,7290004731472.jpg,22,hadpaami
שלישיית מציתים מעוצבים,7290019500469.jpg,6,hadpaami
שמיכת פוך יחיד סופר ווקום,7290111975561.jpg,80,hadpaami
שמן מנוע 5w30  C2 C3 4 ל',7290011785260.jpg,85,hadpaami
שעוונית 40 מטר,7290118576846.jpg,12,hadpaami
שעוונית 40 מטר לבן זהב,7290118571605.jpg,12,hadpaami
שעוונית פרחונית 40 מטר,7290118571797.jpg,12,hadpaami
שקדי מרק שקית 350 גרם,7290020178039.jpg,10,cleaning
שקיות אשפה 25 יחי' עם ידיות 75X90,835811005803.jpg,13,hadpaami
שקיות אשפה עם ידיות 24 יחי',835811007968.jpg,16,hadpaami
שקיות אשפה קטנות 40*50 אר' 4*20,7290115730722.jpg,10,hadpaami
שקיות הקפאה בגליל 35*25 אר 2*100,7290115730715.jpg,8,hadpaami
"שקיות זילוף עבות ירוק ח""דפ 10 יחי",7102545380920.jpg,10,hadpaami
שקיות מזון אר' 150 יחי' שלישייה,7290017870496.jpg,13,hadpaami
שקיות נייר לבאגט,7290122560206.jpg,7,hadpaami
שקיות נייר לסנדוויץ גדול 15*26 אר' 40,7290122560190.jpg,8,hadpaami
שקיות נייר עגלת תינוק כחול,6923538231750.jpg,3,hadpaami
שקית זילוף גדולות L אר' 50,7290115738094.jpg,9,cleaning
שקית כיסוי לצלחת xl,7291988056780.jpg,10,hadpaami
שקית נייר בגד תינוק כחול,6923538231835.jpg,4,cleaning
שקית נייר לבן,6928325185308.jpg,3,cleaning
שקית נייר עגלת תינוק ורוד,6923538231767.jpg,3,cleaning
שקית נייר עגלת תינוק ורוד,6923538231804.jpg,4,cleaning
שקית נייר פורים שמח מסכה זהב מיטאלי,6923538239961.jpg,3,cleaning
שקית נייר פורים שמח מסכה זהב מיטאלי,6923538239985.jpg,4,cleaning
שקית נייר קלאמפה פורים שמח מסכה זהב מיטאלי,6923538240042.jpg,6,cleaning
שקית נייר קלאפה + חלון לבן,6923538240523.jpg,4,cleaning
שקית נייר קלאפה + חלון לבן,6923538240530.jpg,5,cleaning
שקית נייר קלאפה פורים שמח כובע זהב מיטאלי,6923538240039.jpg,6,cleaning
שקית נשיאה עם ידיות M 100 יחי' שחור,729001903952532.jpg,8,cleaning
שקית סודה לשתיה 100 גר',7290018710777.jpg,4,cleaning
"שקף עבה לעוגה 10 ס""מ 3 מטר",2990618296927.jpg,10,birthday
שרפרף מדרגה,7290016132250.jpg,40,hadpaami
שרשרת אותיות םפורים שמח כובע זהב מיטאלי,6923538240349.jpg,12,hadpaami
שרשרת אותיות פורים שמח כובע זהב מיטאלי,6923538240332.jpg,12,hadpaami
שרשרת אותיות פורים שמח מסכה,6923538240325.jpg,12,hadpaami
ת.רחצה קרמה מלפפון,7290108356502.jpg,25,hadpaami
תבניות אלומיניום שחור/זהב,4831459616562.jpg,10,hadpaami
"תבניות נייר קוטר 10 ס""מ",20-140-0027.jpg,1,hadpaami
תבנית אלומי' קרם/זהב + מכסה אינגלייש,4891459618375.jpg,4,baking
תבנית אלומי' שחור זהב + מכסה אינגלייש,4891459616357.jpg,4,baking
תבנית אלומיניום D210,7290016622683.jpg,1.5,baking
תבנית אלומיניום R29,7290103152970.jpg,1,baking
תבנית אלומיניום עם זהב,4891459616555.jpg,7,baking
תבנית אלומיניום שחור/זהב,4891459616579.jpg,12,baking
תבנית אנודייז מקצועית ק18 ג10,7290018884133.jpg,62,baking
תבנית אנודייז מקצועית ק23 ג 10,7290018884157.jpg,70,baking
תבנית אפיה אובלית מזכוכית 1.6 ל' + מכסה,7290120166660.jpg,38,baking
תבנית אפיה אובלית מזכוכית 2.4 ל' + מכסה,7290120166677.jpg,52,baking
תבנית אפיה אנג'ל אנודייז עם רגליים,7759855536907.jpg,79,baking
תבנית אפיה בינונית אר' 4,7290016580235.jpg,9,baking
תבנית אפיה מלבנית + מכסה זכוכית 1.6ל',7290122532180.jpg,52,baking
תבנית אפיה נייר איניגלייש קייק אר' 6 יחי',7290016580228.jpg,9,baking
תבנית אפיה עגולה + מכסה זכוכית 2.4 ל',7290122532173.jpg,52,baking
תבנית טוסטר אובן + מכסה 20/32,7290011496289.jpg,10,baking
תבנית מחולקת שחור,9068.jpg,2,baking
תבנית מלבנית פיירקס 27*40,3137610001633.jpg,60,baking
תבנית נייר אינגלייש קייק מקושטת,7290111665097.jpg,2,baking
תבנית סיליקון 4 ארטיק מגנום גדול,7290618296442.jpg,28,baking
תבנית סיליקון 8 ארטיק מגנום קטן,7290018884300.jpg,30,baking
תבנית סיליקון אותיות עומדות,7290118437888.jpg,18,baking
תבנית סיליקון איכותית לאפיה לב,7290118435556.jpg,10,baking
תבנית סיליקון איכותית לשוקולד פרחים,7290118435402.jpg,8,baking
תבנית סיליקון איכותית לשוקולד קפס' מתנה,7290118435433.jpg,8,baking
"תבנית עגולה 6*12 ס""מ",7290113925243.jpg,2,baking
תבנית עגולה לפאי מתפרקת קוטר 26 נון סטיק,7290107057417.jpg,30,baking
תבנית פיירקס אינגליש 8*12*28,3137610000872.jpg,38,baking
תבנית פיירקס מכסה שקוף 2.6 לי',3137610000728.jpg,58,baking
תבנית רוסטר בייתי 27X37,7290011496210.jpg,10,baking
תושבת קצרה לדשבורד PHILIPS  M.C 360,6959033842252.jpg,45,hadpaami
"תחתית 1 ס""מ לעוגה מלבן 45*30 ס""מ זהב",7290019213796.jpg,16,birthday
"תחתית 1 ס""מ לעוגה מלבן 45*30 ס""מ לבן",7290018884676.jpg,18,birthday
"תחתית 1 ס""מ לעוגה מרובע 29 ס""מ לבן",7290018884492.jpg,12,birthday
"תחתית 1 ס""מ לעוגה עגולה 25 ס""מ לבן",7290018884591.jpg,10,birthday
"תחתית 1 ס""מ לעוגה עגולה 29 ס""מ לבן",7290018884430.jpg,12,birthday
"תחתית 4 מ""מ לעוגה מלבן 42*29 ס""מ לבן/כסף 25יחי'",7290019213949.jpg,10,birthday
"תחתית 4 מ""מ לעוגה מרובע 25 ס""מ זהב/שחור 25יח'",7290019213840.jpg,7,birthday
"תחתית 4 מ""מ לעוגה מרובע 25 ס""מ לבן/כסף 25יחי'",7290019213857.jpg,7,birthday
"תחתית 4 מ""מ לעוגה מרובע 29 ס""מ זהב/שחור 25 יחי'",7290019213901.jpg,8,birthday
"תחתית 4 מ""מ לעוגה מרובע 29 ס""מ לבן/כסף 25 יחי'",7290019213918.jpg,8,birthday
"תחתית 4 מ""מ לעוגה עגולה 25 ס""מ זהב/שחור 25יח'",7290019213819.jpg,7,birthday
"תחתית 4 מ""מ לעוגה עגולה 25 ס""מ לבן/כסף 25יח'",7290019213826.jpg,7,birthday
"תחתית 4 מ""מ לעוגה עגולה 29 ס""מ זהב/שחור 25 יחי'",7290019213871.jpg,8,birthday
"תחתית 4 מ""מ לעוגה עגולה 29 ס""מ לבן/כסף 25 יחי'",7290019213888.jpg,8,birthday
תחתית לסיר חם בד,7291988060985.jpg,9,baking
תיבת כוורת 30 BAMBOO,7290116789149.jpg,22,hadpaami
תיק נייר + ידיות ציפוי פלסטי חום,6928325194058.jpg,5,hadpaami
תמה לוק סיר מיקרו 3 לי',7290107901918.jpg,18,baking
"תמצית אפיה וניל 50 מ""ל",7290011695392.jpg,7,hadpaami
תמצית אפיה ורדים 50גר',7290019500148.jpg,7,hadpaami
"תמצית אפיה רום 50 מ""ל",7290011695385.jpg,7,hadpaami
תמצית אפיה שקדים 50גר',7290019500155.jpg,7,hadpaami
תמצית בטעם אבטיח,7290016892536.jpg,17,hadpaami
תמצית בטעם אגוז לוז,7290016973761.jpg,17,hadpaami
תמצית בטעם אוראו,0693493137355.jpg,17,hadpaami
תמצית בטעם אננס,7290016892499.jpg,17,hadpaami
תמצית בטעם בזוקה,7290016973778.jpg,17,hadpaami
תמצית בטעם בננה,7290016892512.jpg,17,hadpaami
תמצית בטעם דובדבן מורלו,7290016892505.jpg,17,hadpaami
תמצית בטעם וניל,7290016973617.jpg,17,hadpaami
תמצית בטעם טופי קרמל,7290016892543.jpg,17,hadpaami
תמצית בטעם ליים,7290016973921.jpg,17,hadpaami
תמצית בטעם מי ורדים,0693493137362.jpg,17,hadpaami
תמצית בטעם מי זהר,0693493137379.jpg,17,hadpaami
תמצית בטעם מנטה,0693493137393.jpg,17,hadpaami
תמצית בטעם ענבים,7290016892567.jpg,17,hadpaami
תמצית בטעם פטל,0693493137409.jpg,17,hadpaami
תמצית בטעם פיסטוק,7290016892550.jpg,17,hadpaami
תמצית בטעם קוקוס,7290016892475.jpg,17,hadpaami
תמצית בטעם קפוצ'ינו,7290016973754.jpg,17,hadpaami
תמצית בטעם רום,0693493137386.jpg,17,hadpaami
תמצית בטעם שוקולד חלב,7290016892482.jpg,17,baking
תמצית בטעם שוקולד מריר,7290016973631.jpg,17,baking
תמצית בטעם שקדים,7290016973747.jpg,17,hadpaami
תמצית בטעם תפוז,7290016892529.jpg,17,hadpaami
תמצית בטעם תפוח,7290016973624.jpg,17,hadpaami
תערובת להכנת וופל בלגי 400 גר' קרטונית,7290102844258.jpg,17,hadpaami
תפוחונים מארז רבעייה 88 גר',7290018517994.jpg,16,hadpaami
